0 1 8.904222395993257
0 2 7.971186306884163
0 3 7.04070842420758
0 4 0.15652106942596444
0 5 1.979577621906935
0 6 0.26984629754363776
0 7 0.4436677111730081
0 8 9.404517673167788
0 9 4.001637849289851
0 10 2.3203579207434
0 11 7.812058108704996
0 12 1.8677209836581476
0 13 4.437129549883658
0 14 9.457827723665742
0 15 6.125621469198114
0 16 8.249486238873965
0 17 6.133774290940405
0 18 3.743053282192869
0 19 9.034893845706577
0 20 3.089368053023186
0 21 2.9322464370851167
0 22 8.914417404498472
0 23 0.6650205942761023
0 24 6.552167743149076
0 25 4.241133581895639
0 26 3.0428167927900294
0 27 8.304628870047232
0 28 3.2056127004105917
0 29 9.870991809465574
0 30 3.515318325641555
0 31 8.589897830109356
0 32 6.966780920276484
0 33 6.106770695682884
0 34 4.2961683366946275
0 35 4.427139768766093
0 36 1.1051620173802412
0 37 7.754008154449197
0 38 2.809886200555509
0 39 0.2060044768326097
0 40 1.516001873338666
0 41 1.1216454092876005
0 42 8.108052694335315
0 43 2.082920824801117
0 44 4.5164651311051
0 45 6.431237448561461
0 46 4.907572528950714
0 47 2.8325312571130192
0 48 5.721949085120311
0 49 0.7906475045518224
0 50 5.942607948620084
0 51 1.6541046008019156
0 52 3.955783339522767
0 53 3.804070926593053
0 54 7.340802951278991
0 55 5.880509900000993
0 56 1.1291550919027782
0 57 8.540085891840704
0 58 4.0647560362425175
0 59 8.333181369605546
0 60 4.416291073984068
0 61 5.0196414037145844
0 62 4.739423347484931
0 63 1.5667472485251699
0 64 4.572420796324308
0 65 4.085180855453213
0 66 0.7850759782735783
0 67 4.655069883975159
0 68 8.8241648519972
0 69 5.374152579914737
0 70 0.3958334083428938
0 71 0.5784231030369313
0 72 9.096018573797917
0 73 7.229119660403168
0 74 5.527021375986939
0 75 5.418310975144621
0 76 0.4899344169404152
0 77 9.433857046786192
0 78 0.40898554052183567
0 79 9.76647453138997
0 80 1.3631141957659276
0 81 4.4104703280398425
0 82 0.6225127101128991
0 83 4.656391190682966
0 84 0.3528061689034334
0 85 9.681137247780674
0 86 4.803406519028433
0 87 8.996000167200066
0 88 4.538261891104515
0 89 4.750135190887308
0 90 4.567127171388712
0 91 9.462717085216868
0 92 3.424803346890987
0 93 9.950441094577586
0 94 4.041070272010945
0 95 0.9650185125023392
0 96 6.9353220360806755
0 97 4.508387579458861
0 98 4.571705650985099
0 99 9.292960323682921
1 2 1.3434855936359968
1 3 1.4214781939009435
1 4 1.480645971037996
1 5 6.182882668007482
1 6 2.865986366897494
1 7 7.715277234249552
1 8 1.532085515798911
1 9 5.758463184030452
1 10 0.24890728650835414
